Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Basingstoke,BSK,0.0,119.0,121.8,VIRGIN WEST COAST,ANYTIME S,200.0
Bat & Ball,BBL,2.0,220.0,196.5,VIRGIN WEST COAST,ANYTIME S,200.0
Bath Spa,BTH,1.0,110.0,96.3,CROSSCOUNTRY,ANYTIME S,0.0
Bathgate,BHG,1.0,287.0,127.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Batley,BTL,1.0,217.0,33.6,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Battersby,BTT,2.0,304.0,64.4,TRANSPENNINE EXPRESS,ANYTIME DAY S,95.0
Battersea Park,BAK,2.0,145.0,167.0,VIRGIN WEST COAST,ANYTIME S,0.0
Battle,BAT,2.0,210.0,213.5,VIRGIN WEST COAST,ANYTIME S,0.0
Battlesbridge,BLB,2.0,191.0,205.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bayford,BAY,2.0,449.0,177.0,VIRGIN WEST COAST,ANYTIME S,0.0
Beaconsfield,BCF,1.0,491.0,194.5,VIRGIN WEST COAST,ANYTIME S,0.0
Bearley,BER,1.0,76.0,45.8,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Bearsden,BRN,1.0,292.0,77.9,VIRGIN WEST COAST,ANYTIME S,317.0
Bearsted,BSD,2.0,204.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
Beasdale,BSL,2.0,581.0,119.7,VIRGIN WEST COAST,ANYTIME S,317.0
Beaulieu Road,BEU,1.0,220.0,128.8,CROSSCOUNTRY,ANYTIME S,700.0
Beauly,BEL,2.0,577.0,187.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bebington,BEB,1.0,109.0,3.55,MERSEYRAIL,ANYTIME DAY S,0.0
Beccles,BCC,2.0,373.0,112.3,EAST MIDLANDS TRAINS,ANYTIME S,700.0
Beckenham Hill,BEC,2.0,175.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Beckenham Junction,BKJ,2.0,154.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bedford,BDM,1.0,115.0,61.0,VIRGIN WEST COAST,ANYTIME S,200.0
Bedford St Johns,BSJ,1.0,166.0,61.0,VIRGIN WEST COAST,ANYTIME S,200.0
Bedhampton,BDH,2.0,226.0,137.2,VIRGIN WEST COAST,ANYTIME S,200.0
Bedminster,BMT,1.0,107.0,88.55,CROSSCOUNTRY,ANYTIME S,0.0
Bedworth,BEH,1.0,42.0,44.4,WEST MIDLANDS TRAINS,ANYTIME S,287.0
Bedwyn,BDW,1.0,152.0,105.8,CROSSCOUNTRY,ANYTIME S,267.0
Beeston,BEE,0.0,81.0,55.8,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Bekesbourne,BKS,2.0,225.0,220.5,VIRGIN WEST COAST,ANYTIME S,0.0
Belle Vue,BLV,1.0,129.0,15.0,TRANSPENNINE EXPRESS,ANYTIME DAY S,0.0
Bellgrove,BLG,2.0,285.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bellingham,BGM,2.0,173.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bellshill,BLH,1.0,283.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Belmont,BLM,2.0,195.0,191.0,VIRGIN WEST COAST,ANYTIME S,0.0
Belper,BLP,1.0,88.0,47.6,EAST MIDLANDS TRAINS,ANYTIME S,0.0
