Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Askam,ASK,1.0,226.0,71.2,VIRGIN WEST COAST,ANYTIME S,307.0
Aslockton,ALK,2.0,342.0,144.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Aspatria,ASP,1.0,136.0,59.8,VIRGIN WEST COAST,ANYTIME S,0.0
Aspley Guise,APG,2.0,352.0,159.5,VIRGIN WEST COAST,ANYTIME S,700.0
Aston,AST,1.0,262.0,115.5,VIRGIN WEST COAST,ANYTIME S,317.0
Atherstone,ATH,1.0,284.0,125.3,CROSSCOUNTRY,ANYTIME S,95.0
Atherton,ATN,1.0,180.0,132.0,VIRGIN WEST COAST,ANYTIME S,0.0
Attadale,ATT,1.0,322.0,117.6,SCOTRAIL,ANYTIME DAY S,0.0
Attenborough,ATB,1.0,412.0,123.5,VIRGIN WEST COAST,ANYTIME S,0.0
Attleborough,ATL,1.0,510.0,158.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,700.0
Auchinleck,AUK,0.0,61.0,8.2,SCOTRAIL,ANYTIME DAY S,0.0
Audley End,AUD,1.0,457.0,209.0,VIRGIN WEST COAST,ANYTIME S,0.0
Aughton Park,AUG,2.0,193.0,71.2,VIRGIN WEST COAST,ANYTIME S,275.0
Aviemore,AVM,0.0,162.0,43.8,SCOTRAIL,ANYTIME DAY S,0.0
Avoncliff,AVF,2.0,436.0,236.5,VIRGIN WEST COAST,ANYTIME S,0.0
Avonmouth,AVN,2.0,409.0,159.0,VIRGIN WEST COAST,ANYTIME S,0.0
Axminster,AXM,2.0,518.0,236.5,VIRGIN WEST COAST,ANYTIME S,0.0
Aylesbury,AYS,2.0,416.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Aylesbury Vale Parkway,AVP,2.0,406.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Aylesford,AYL,3.0,379.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Aylesham,AYH,2.0,448.0,214.0,VIRGIN WEST COAST,ANYTIME S,0.0
Ayr,AYR,0.0,50.0,9.0,SCOTRAIL,ANYTIME DAY S,1000.0
Bache,BAC,2.0,233.0,94.9,VIRGIN WEST COAST,ANYTIME S,275.0
Baglan,BAJ,1.0,465.0,159.0,VIRGIN WEST COAST,ANYTIME S,0.0
Bagshot,BAG,3.0,396.0,209.5,VIRGIN WEST COAST,ANYTIME S,0.0
Baildon,BLD,2.0,258.0,125.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Baillieston,BIO,0.0,19.0,3.6,SCOTRAIL,ANYTIME DAY S,0.0
Balcombe,BAB,2.0,367.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Baldock,BDK,2.0,342.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Balham,BAL,1.0,408.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Balloch,BHC,0.0,50.0,5.7,SCOTRAIL,ANYTIME DAY S,1000.0
Balmossie,BSI,1.0,126.0,23.9,SCOTRAIL,ANYTIME DAY S,0.0
Bamber Bridge,BMB,1.0,170.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bamford,BAM,1.0,302.0,108.8,VIRGIN WEST COAST,ANYTIME S,0.0
Banavie,BNV,0.0,257.0,31.8,SCOTRAIL,ANYTIME DAY S,0.0
Banbury,BAN,0.0,470.0,128.0,VIRGIN WEST COAST,ANYTIME S,317.0
Bangor (Gwynedd),BNG,1.0,294.0,125.9,VIRGIN WEST COAST,ANYTIME S,317.0
Bank Hall,BAH,3.0,226.0,132.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Banstead,BAD,2.0,377.0,191.5,VIRGIN WEST COAST,ANYTIME S,0.0
Barassie,BSS,0.0,38.0,8.2,SCOTRAIL,ANYTIME DAY S,1000.0
Barbican,ZBB,1.0,296.0,189.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bardon Mill,BLL,1.0,142.0,74.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bare Lane,BAR,1.0,167.0,57.7,VIRGIN WEST COAST,ANYTIME S,0.0
Bargeddie,BGI,0.0,22.0,3.8,SCOTRAIL,ANYTIME DAY S,0.0
Bargoed,BGD,2.0,473.0,159.0,VIRGIN WEST COAST,ANYTIME S,700.0
Barking,BKG,2.0,341.0,188.5,VIRGIN WEST COAST,ANYTIME S,0.0
Barlaston,BRT,3.0,331.0,94.9,VIRGIN WEST COAST,ANYTIME S,275.0
Barming,BMG,2.0,386.0,204.5,VIRGIN WEST COAST,ANYTIME S,0.0
Barmouth,BRM,1.0,504.0,139.3,VIRGIN WEST COAST,ANYTIME S,287.0
