Name,Code,Changes,Time,Fare,Company,Fare Type,Route Code
Bidston,BID,2.0,273.0,71.0,VIRGIN WEST COAST,ANYTIME S,275.0
Biggleswade,BIW,1.0,283.0,150.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,700.0
Bilbrook,BBK,1.0,294.0,139.55,CROSSCOUNTRY,ANYTIME S,0.0
Billericay,BIC,2.0,353.0,166.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Billingham (Cleveland),BIL,1.0,194.0,77.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Billingshurst,BIG,2.0,379.0,172.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,200.0
Bingham,BIN,1.0,308.0,142.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bingley,BIY,1.0,229.0,86.5,VIRGIN WEST COAST,ANYTIME S,275.0
Birchgrove,BCG,2.0,437.0,202.9,CROSSCOUNTRY,ANYTIME S,700.0
Birchington-on-sea,BCH,2.0,436.0,179.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,200.0
Birchwood,BWD,1.0,227.0,127.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Birkbeck,BIK,3.0,352.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,200.0
Birkdale,BDL,3.0,227.0,71.0,VIRGIN WEST COAST,ANYTIME S,275.0
Birkenhead Central,BKC,2.0,267.0,71.0,VIRGIN WEST COAST,ANYTIME S,275.0
Birkenhead Hamilton Square,BKQ,2.0,263.0,71.0,VIRGIN WEST COAST,ANYTIME S,275.0
Birkenhead North,BKN,2.0,270.0,71.0,VIRGIN WEST COAST,ANYTIME S,275.0
Birkenhead Park,BKP,2.0,268.0,71.0,VIRGIN WEST COAST,ANYTIME S,275.0
Birmingham International,BHI,0.0,270.0,150.8,CROSSCOUNTRY,ANYTIME S,0.0
Birmingham Moor Street,BMO,1.0,268.0,126.55,CROSSCOUNTRY,ANYTIME S,0.0
Birmingham New Street,BHM,0.0,343.0,126.55,CROSSCOUNTRY,ANYTIME S,0.0
Birmingham Snow Hill,BSW,1.0,365.0,126.55,CROSSCOUNTRY,ANYTIME S,0.0
Bishop Auckland,BIA,1.0,174.0,77.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bishopbriggs,BBG,1.0,53.0,13.9,SCOTRAIL,ANYTIME DAY S,0.0
Bishops Stortford,BIS,2.0,340.0,167.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bishopstone (Sussex),BIP,3.0,687.0,176.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Bishopton (Strathclyde),BPT,1.0,121.0,17.3,SCOTRAIL,ANYTIME DAY S,0.0
Bitterne,BTE,1.0,534.0,181.0,CROSSCOUNTRY,ANYTIME S,0.0
Blackburn,BBN,1.0,196.0,127.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackheath,BKH,3.0,349.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,200.0
Blackhorse Road,BHO,1.0,319.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackpool North,BPN,1.0,202.0,127.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackpool Pleasure Beach,BPB,1.0,205.0,127.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Blackpool South,BPS,1.0,200.0,127.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
